Time,max,zero
0,0.800585255494744,0.843241544112185
5,0.801849772697879,0.850795687590924
10,0.805005545833296,0.847014068334693
15,0.81694243618599,0.840730621200541
20,0.803112927704115,0.855854704750824
25,0.804374960526187,0.840730621200541
30,0.812552948060928,0.844498186744244
35,0.803744094654081,0.858392566191196
40,0.810040741440477,0.839476314922332
45,0.804374960526187,0.838849348459823
50,0.803744094654081,0.843241544112185
55,0.807525075525407,0.844498186744244
60,0.811297244793309,0.844498186744244
65,0.808783368548436,0.852690316998673
70,0.812552948060928,0.84261352757832
75,0.812552948060928,0.839476314922332
80,0.811297244793309,0.850164724486559
85,0.818195327032773,0.843241544112185
90,0.819447665016703,0.847643669194931
95,0.824454047851551,0.854587924504346
100,0.828207244111966,0.845755709428083
105,0.841358077156773,0.847643669194931
110,0.848273527975305,0.851426954402087
115,0.848273527975305,0.854587924504346
120,0.857757507003529,0.860936796980516
125,0.856488634936277,0.862849294235801
130.163333333333,0.803744094654081,0.864126577857889
135,0.865405720682808,0.882887088307931
140,0.862849294235801,0.886175071368269
145,0.862849294235801,0.889481450664752
150,0.871186369652687,0.892140279135664
154.998333333333,0.869254788424952,0.890809341038886
159.998333333333,0.867969804619278,0.896152923607003
165,0.872476825425837,0.899519989784909
170,0.873769551039263,0.897497082803953
174.998333333333,0.885516119531715,0.902909402450945
179.998333333333,0.875712917704933,0.906321931580081
185,0.874416678756067,0.908381070665426
190,0.878312716167036,0.90700733451736
194.998333333333,0.875712917704933,0.911140415666501
199.998333333333,0.877011571457914,0.912526254362741
204.998333333333,0.875064499515441,0.914612822050541
209.998333333333,0.878312716167036,0.916708854061033
215,0.878964233418537,0.917409724947348
220,0.879616401986365,0.924479902338165
224.998333333333,0.95631802341412,0.928058452794426
229.998333333333,0.880269125283781,0.928777795393007
234.998333333333,0.882231577391994,0.932392969497573
239.998333333333,0.880922600509976,0.933119757594862
244.998333333333,0.880269125283781,0.935307647803747
249.998333333333,0.88420018799595,0.937507277220214
254.998333333333,0.879616401986365,0.939718749916222
259.998333333333,0.886175071368269,0.938980268190214
265.161666666667,0.82758172248123,0.933847814247759
269.998333333333,0.879616401986365,0.941942167595141
274.998333333333,0.878964233418537,0.9449259977695
279.998333333333,0.878312716167036,0.940458578636175
284.998333333333,1.07319933275196,0.943431328239246
289.998333333333,1.00033985534398,0.944177973253407
294.998333333333,0.95248420177,0.944177973253407
299.998333333333,0.878312716167036,0.9449259977695
304.998333333333,0.880922600509976,0.945675424643543
309.998333333333,0.886175071368269,0.941199643592088
314.998333333333,0.877661829305969,0.941942167595141
319.998333333333,0.878964233418537,0.943431328239246
324.998333333333,0.879616401986365,0.943431328239246
329.998333333333,1.04903873309474,0.9449259977695
334.998333333333,0.877661829305969,0.946426254298054
339.998333333333,1.06804854497784,0.944177973253407
344.998333333333,0.879616401986365,0.942686062318405
349.998333333333,0.877011571457914,0.946426254298054
354.998333333333,0.878312716167036,0.9449259977695
359.998333333333,0.877661829305969,0.942686062318405
364.998333333333,0.878312716167036,0.944177973253407
369.998333333333,0.899519989784909,0.943431328239246
374.998333333333,0.965675576056983,1.00643405752783
379.998333333333,0.911140415666501,0.941942167595141
384.998333333333,0.877661829305969,0.9449259977695
389.998333333333,0.878964233418537,0.942686062318405
394.998333333333,0.877661829305969,0.944177973253407
400.156666666667,0.825705163832223,0.939718749916222
404.998333333333,0.875712917704933,0.944177973253407
409.998333333333,0.877011571457914,0.9449259977695
414.998333333333,0.877011571457914,0.9449259977695
419.998333333333,0.877661829305969,0.944177973253407
424.998333333333,0.877661829305969,0.943431328239246
429.996666666667,0.876361941220286,0.944177973253407
434.996666666667,0.875064499515441,0.944177973253407
439.996666666667,0.875712917704933,0.944177973253407
444.998333333333,0.875712917704933,0.942686062318405
449.998333333333,0.877011571457914,0.942686062318405
454.996666666667,0.875712917704933,0.943431328239246
459.996666666667,0.875064499515441,0.941942167595141
464.996666666667,0.875064499515441,0.941199643592088
469.996666666667,0.873769551039263,0.945675424643543
474.996666666667,0.874416678756067,0.942686062318405
479.996666666667,0.873122901360472,0.941199643592088
484.996666666667,0.872476825425837,0.941199643592088
489.996666666667,0.871186369652687,0.939718749916222
494.996666666667,0.870541967570599,0.940458578636175
499.996666666667,1.1549221533874,0.940458578636175
504.996666666667,0.885516119531715,0.941942167595141
509.996666666667,0.871186369652687,0.945675424643543
514.996666666667,0.877661829305969,0.947932032834555
519.996666666667,0.975264569536352,0.9449259977695
524.996666666667,0.876361941220286,0.9449259977695
530.16,0.825705163832223,0.941199643592088
534.996666666667,0.866686773084639,0.944177973253407
539.996666666667,0.868611989134203,0.941942167595141
544.996666666667,0.870541967570599,0.939718749916222
549.996666666667,0.871186369652687,0.936772759576169
554.996666666667,0.871186369652687,0.937507277220214
559.996666666667,0.862849294235801,0.933119757594862
564.996666666667,0.866046000237358,0.930220144805883
569.996666666667,0.864126577857889,0.928777795393007
574.996666666667,0.862211419958376,0.925907787547703
579.996666666667,0.858392566191196,0.92662351416777
584.996666666667,0.856488634936277,0.923767720817983
589.996666666667,0.858392566191196,0.923056705210253
594.996666666667,0.859028017523856,0.920224256925407
599.996666666667,0.850795687590924,0.917409724947348
604.996666666667,0.848273527975305,0.916009063117068
609.996666666667,0.847014068334693,0.913916244431979
614.996666666667,0.847014068334693,0.911832819170822
619.996666666667,0.846384717498846,0.911140415666501
624.996666666667,0.843241544112185,0.907693713873377
629.996666666667,0.840103430391115,0.902229692058233
634.996666666667,0.836342883740115,0.905637504005189
639.996666666667,0.835716581493584,0.901550902815402
644.996666666667,0.837595856052331,0.899519989784909
649.996666666667,0.829458328486299,0.898170510975486
654.996666666667,0.828832778900263,0.895482069252388
659.996666666667,0.830709441067127,0.893474534448103
665.158333333333,0.799319401312322,0.891474366155257
669.996666666667,0.82758172248123,0.88420018799595
674.996666666667,0.823828533198716,0.882231577391994
679.996666666667,0.824454047851551,0.880269125283781
684.996666666667,0.834464374195438,0.873769551039263
689.996666666667,0.815062119223438,0.879616401986365
694.995,0.815062119223438,0.872476825425837
699.996666666667,0.814435056312699,0.865405720682808
704.996666666667,0.810040741440477,0.868611989134203
709.996666666667,0.807525075525407,0.867328040720069
714.995,0.805005545833296,0.861573889473306
719.996666666667,0.804374960526187,0.857757507003529
